ชื่อโฆษณา,"ID โฆษณา",วัน,สถานะการแสดงโฆษณา,ระดับการแสดงโฆษณา,ประเภทผลลัพธ์,ผลลัพธ์,ต้นทุนต่อผลลัพธ์,ค่าคอนเวอร์ชั่นการซื้อ,"จำนวนเงินที่ใช้จ่ายไป (THB)","ROAS (ผลตอบแทนจากค่าใช้จ่ายในการโฆษณา) ของการซื้อ",อิมเพรสชัน,การเข้าถึง,การซื้อ,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,ต้นทุนต่อการเริ่มการสนทนาผ่านการส่งข้อความ,คำสั่งซื้อที่สร้างขึ้น,การคลิกลิงก์,"CTR (ทั้งหมด)","CPM (ต้นทุนต่ออิมเพรสชั่น 1,000 ครั้ง)",เริ่มการรายงาน,สิ้นสุดการรายงาน
"[24.06.25][หมิว] ชีวิตคุณยังมีไฟหรือแค่เศษเถ้าที่มอดไปแล้ว (Witches)",120231573854150260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[23.06.25][หมิว] เมื่อชีวิต คือบททดสอบที่ท้าทาย (ปีศาจตัวนั้น)",120231519311850260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[22.05.25][หมิว] เปิดตัวหนังสือเล่มใหม่ 2 GHOSTLY BREWS (Ghostly)",120229091190980260,2026-02-28,archived,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[04.09.25][หมิว] 9.9 : 3 เล่ม ราคา 999.- (Promotion)",120236237519790260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[28.02.25][หมิว] 3.3 ชีเสิร์ฟไม่พัก ซื้อ 3 แถม 1 (Promotion_DD)",120221441507180260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[08.05.25][หมิว] วันนี้ไพ่อยากบอกคุณว่า (Witches)",120228375997250260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[03.09.25][หมิว] หนังสือเปลี่ยนชีวิต! ปี 2025 (Demons)",120236328859450260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[10.05.25][หมิว] MID MONTH SALE (Promotion_MM)",120228490603480260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[04.10.24] [หมิว] เปิดตัว (Ghost)",120216515401600260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[14.05.25][หมิว] เหนื่อยจนไม่อยากพยายาม (Witches)",120228640620170260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[13.08.24] [หมิว] พร้อมขายวันนี้ (Helmet_Boxset)",120214719139300260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[06.10.25][หมิว] แม่อยากให้ลูกมั่นคง (Remains)",120240664303910260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[13.03.25][หมิว] Mid Month จับคู่ 2 Boxset 990.- (Promotion_MM)",120222341596490260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[25.01.25][หมิว] หนังสืออ่านแล้วพลังในการเริ่มใหม่ (Kidmakk)",120222346821690260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[21.03.25][หมิว] เปิดตัวหนังสือเล่มใหม่ 3 Real (Gift)",120222458533860260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[11.07.25][หมิว] แจกฟรี! Me Time Planner (Promotion)",120232758855340260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[13.08.24] [หมิว] พร้อมขายวันนี้ (Helmet_เล่มเดี่ยว)",120214719192180260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[07.03.25][หมิว] เปิดตัวเล่มใหม่ The Witches' Club (Witches)",120221590292430260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[23.07.25][หมิว] 30 เล่มสุดท้ายส่งจากคลัง (Ghostly)",120235310030320260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[26.03.25][หมิว] หนังสือที่พ่อ-แม่แนะนำ (Helmet_Boxset)",120222798865210260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[24.12.24] [หมิว] 5 ข้อคิด (Kidmakk)",120218114311240260,2026-02-28,archived,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[05.08.24] [หมิว] 8.8 ทรงอย่างแซด (จัดแพ็ก)",120214592608420260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[24.01.25][หมิว] 5 ข้อคิดจากหนังสือยินดีต้อนรับ (Home)",120219262505440260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[08.05.25][หมิว] เมื่อคุณเริ่มตั้งคำถามกับชีวิต (Witches)",120228376147760260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[14.02.25][หมิว] รางวัลอันดับ 1 จากผู้อ่านจริง (ปีศาจตัวนั้น)",120219994571860260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[07.04.25][หมิว] หนังสือรวม 50 กฎลับจากแม่มด (Witches)",120225212402310260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[19.02.25][หมิว] 8 ข้อคิด Manifest ชีวิต (Kidmakk)",120220278653740260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[20.01.25][Garden_Boxset][หมิว][Album] หนังสือฮีลใจแห่งปี",120218620237260260,2026-02-28,archived,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[07.03.25][หมิว] เปิดตัวเล่มใหม่ 5 Real Boxset (Witches)",120221517122310260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[08.08.24] [หมิว] เก็บตก 8.8 (CI)",120214607055980260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[28.03.25][หมิว] ซื้อหนังสือ + แถมวอลเปเปอร์แมวมู (Witches)",120223068757210260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[22.05.25][หมิว] เปิดตัวเล่มใหม่ 1 GHOSTLY BREWS (Ghostly)",120229091766510260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[17.10.25][หมิว] Boxset เปลี่ยนความทุกข์ (Witches)",120239443368920260,2026-02-28,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[02.05.25][หมิว] 10 ประโยคจากใจ… (Engage)",120227794692920260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[11.02.25][หมิว] โปรพิเศษ ขอบคุณนักอ่าน (Promotion_Pack)",120219803165240260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[25.04.26][หมิว] การถูกค้นพบมันต้องใช้เวลา (Ghostly)",120247727234560260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[05.08.24] [หมิว] 8.8 ทรงอย่างแซด (ภาพเดี่ยว)",120214592608410260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[21.01.25] [หมิว] เปิดตัวเล่มใหม่ 2 (Home)",120218662118160260,2026-02-28,archived,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[24.12.24] [หมิว] กลัวผิดพลาดจนไม่กล้าลงมือทำ (Ghost)",120218109695830260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[11.09.24] [หมิว] แจกฟรีวอลเปเปอร์ (คาปิบาร่า_box set)",120215484435570260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[11.08.25][หมิว] E-Book The Witches with Price (Witches)",120234715269320260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[13.08.24] [หมิว] พร้อมขายวันนี้ (Helmet_Boxset)",120214719156630260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[21.05.25][หมิว] 3 เรื่อง(ลับ) (Witches)",120226204295250260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[09.04.25][หมิว] พลาดงานหนังสือก็ได้เล่มลายเซ็น (Witches)",120225189927970260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[13.08.24] [หมิว] เปิดตัว",120214719161080260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[25.01.25] [หมิว] ซื้อหนังสือวันนี้ ฟรี Oh! Wall (Promotion_Free)",120219260236550260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[04.06.25][หมิว] เมื่อคนที่หมดแพชชัน (Ghostly)",120232158042470260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[27.12.24] [หมิว] คุณรู้จักนักเขียนเพจนี้หรือไม่ (Kidmakk)",120218149641670260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[19.05.25][หมิว] ถ้าคุณเริ่มรู้สึกแบบนี้ (ปีศาจตัวนั้น)",120229481316040260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[26.04.25][หมิว] แมวสายลับ จอมฮีลใจ (Witches_เล่มเดี่ยว)",120226852219990260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[20.08.25][หมิว] แจกฟรี Magic เมื่อซื้อหนังสือ (Promotion)",120235299848460260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[07.03.25][หมิว] เปิดตัวเล่มใหม่ 5 Real Boxset (Witches)",120222018019070260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[12.03.25][หมิว] จ่าย 1 ได้ฟรี 6 อย่าง (Kiwtum)",120222133687050260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[23.05.25][หมิว] 22 ข้อคิด ข้อใช้ชีวิตที่เหลือเพื่อตัวเองนะ (Kiwtum)",120229239995580260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[23.05.25][หมิว] 10 เรื่องที่ทำให้เสียเวลาชีวิต (Helmet_Boxset)",120229270167140260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[27.04.26][หมิว] บาดแผลจากความรู้สึกผิด (Trap)",120247923679520260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[04.06.25][หมิว] เมื่อคนที่หมดแพชชัน (Ghostly)",120231330403560260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[24.09.25][หมิว] ซื้อ E-Book ฟรี E-Planner (Witches)",120237456051550260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[07.11.24] [หมิว] ตุ๊กตา 50 ตัวสุดท้าย",120216874122760260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[27.09.24] [หมิว] โอบกอด จ่าย 1 ได้ฟรี 7",120216611451710260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[15.10.24] [หมิว] 7 ข้อคิดที่ชอบ (Life)",120216294194820260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[04.08.25][หมิว] ทดลองอ่านฟรี (Tried)",120234377222350260,2026-02-28,archived,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[10.07.25][หมิว] หนังสือฮีลใจแห่งปี 2025 (Ghostly)",120232580239640260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[03.09.25][หมิว] ยังต้องยิ้ม ทั้งที่ใจพัง (Demons)",120236022321520260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[05.08.25][หมิว] อย่าคิดว่าตัวเองไปไม่ถึงไหน (Tried)",120234822737570260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[22.08.25][หมิว] Payday August 2 Box 999 (Promotion_Payday)",120235866972590260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[11.09.25][หมิว] แจกฟรี! วอลเปเปอร์ปีศาจ (Demons)",120236682514040260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[09.12.24] [หมิว] ขอให้พบกับความรักที่ไม่ผิดหวัง (ปีศาจความรัก)",120217668046870260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[05.08.25][หมิว] เตือนสติวัยทำงาน (Tried)",120234426673990260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[26.04.25][หมิว] จากนี้ขอมีชีวิตเพื่อตัวเองนะ (Kiwtum)",120227046018540260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[08.09.24] [หมิว] โปรลับบุฟเฟ่ต์ 9.9",120215399228280260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[09.11.24][หมิว] 11.11 จับคู่สุดคุ้ม travel kit (711)",120216956167500260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[14.08.25][หมิว] แจกฟรีวอลเปเปอร์ลายพิเศษ (Ghostly)",120234871908640260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[18.04.25][หมิว] ตามหาคนแอบรัก (Garden_Boxset)",120226177084920260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[23.07.25][หมิว] คำว่าโลกที่แบกไว้ (Tried)",120234397526510260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[25.12.24] [หมิว] เซตสวนแถมปฏิทิน (Garden_Boxset)",120218120047380260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[09.07.25][หมิว] ขอบคุณนักอ่าน (Ghostly) - 1",120232642365080260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[27.11.24] [หมิว] ของขวัญแด่คุณผู้แตกสลาย (โอบกอด)",120217381496200260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[03.10.25][หมิว] แถมวอลฟรี (Remains)",120237992539690260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[09.08.25][หมิว] ถ้าวันไหนไม่ไหว แวะมาอ่าน (Tried)",120234615487930260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[10.12.24] [หมิว] 5 สิ่งที่ควรขอบคุณในปี 2024 (Life)",120217674679860260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[25.10.24] [หมิว] แถมไดอารี่ (คาปิบาร่า_box set)",120216557349340260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[21.12.24] [หมิว] ปีใหม่นี้ 'ฉันจะมีชีวิตที่ดี' (Kidmakk)",120217996418870260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[11.12.24] [หมิว] บริหารเงินด้วยกฏ 50/30/20 (Million)",120217709032060260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[04.12.24] [หมิว] 12.12 เปิดตัวเล่มใหม่ (Million)",120217554812240260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[16.01.25][IMG][หมิว][Garden_เล่มเดี่ยว] ดอกไม้เล่มนี้จะช่วยฮีลใจ",120219203228920260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[23.12.24] [หมิว] ปีใหม่นี้ 'ฉันจะมีชีวิตที่ดี' (Kidmakk)",120218087368780260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[11.10.24] [หมิว] คาปิบาร่าบุกงานหนังสือ (คาปิบาร่า_box set)",120216222849550260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[29.07.25][หมิว] เหนื่อยเมื่อไหร่ให้คิดถึง (Tried)",120234005846900260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[30.05.25][หมิว] แรงบันดาลใจ จากความชอบ (Ghostly)",120229728633510260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[19.08.25][หมิว] May Your Heart (Witches)",120235185090030260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[03.09.25][หมิว] ยังต้องยิ้ม ทั้งที่ใจพัง (Demons)",120236366099450260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[23.07.25][หมิว] 10 ประโยคฮีลใจ (Tried)",120234548691290260,2026-02-28,archived,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[06.09.25][หมิว] เรามาไกลแค่ไหน (Demons)",120236331879790260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[02.06.25][หมิว] 5 วิธีกำจัด (ปีศาจตัวนั้น)",120229837209570260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[29.08.24] [หมิว] งานมันแย่ แค่คิดแบบคาปิ (คาปิบาร่า_เล่มเดี่ยว)",120215116513340260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[04.10.24] [หมิว] เปิดตัว (Ghost)",120216040497430260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[18.10.24] [หมิว] หาความสุขในชีวิตไม่เจอ (Life)",120216885235950260,2026-02-28,archived,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[15.10.24] [หมิว] 7 ข้อคิดที่ชอบ (Life)",120216392415100260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[15.08.24] [หมิว] มอบของขวัญ + ฟรีการ์ด",120215069120250260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[12.09.25][หมิว] Boxset เปลี่ยนความทุกข์ (Witches)",120236739297830260,2026-02-28,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,7,46.33571429,,324.35,,5726,4676,,7,46.33571429,,42,2.39259518,56.64512749,2026-02-28,2026-02-28
"[11.08.25][หมิว] โควทนักเขียน (Tried)",120234721510620260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[22.05.25][หมิว] เปิดตัวเล่มใหม่ 1 GHOSTLY BREWS (Ghostly)",120229092423060260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[15.10.24] [หมิว] ปูปรุงเปิดตัวเล่มใหม่ (Life)",120216340845050260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[10.12.25][หมิว] ซื้อ 3 เล่ม ลด 120.- Ver. Christmas (Promotion)",120241897686550260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[15.10.24] [หมิว] Product Feature (Life)",120216611637400260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[07.03.25][หมิว] เปิดตัวเล่มใหม่ The Witches' Club (Witches)",120221521208930260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[15.05.25][หมิว] ถ้าคุณเจอปีศาจในตัวเอง (ปีศาจตัวนั้น)",120231035762080260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[07.10.24] [หมิว] 10.10 X งานหนังสือ",120216121746420260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[13.03.25][หมิว] Mid Month จับคู่ 2 Boxset 990.- (Promotion_MM)",120229125327710260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[06.09.24] [หมิว] 9.9 ฮีลใจแตกร้าว (Album)",120215330844290260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[22.07.25][หมิว] ถ้าวันไหนไม่ไหว (Tried)",120234059443060260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[04.06.25][หมิว] เมื่อคนที่หมดแพชชัน (Ghostly)",120230544013940260,2026-02-28,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[03.12.24] [หมิว] พลาดโอกาสเพราะไม่มั่นใจ (Helmet เล่มเดี่ยว)",120217525221060260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
"[24.07.25][หมิว] คุณแบกเกินไปหรือเปล่า ? (Tried)",120234059516590260,2026-02-28,inactive,ad,,,,,0,,0,0,,,,,,,,2026-02-28,2026-02-28
